kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt,clean_comment,sentiment,category
youtube#comment,1562707,52838,55928,196725,"چقدر زیبایی شما
هم قبل از آرایش وهم بعدش❤❤❤",,0,2024-03-16 11:23:10+00:00,2024-03-16 11:23:10+00:00,چقدر زیبایی شما هم قبل از آرایش وهم بعدش❤❤❤,positive,other
youtube#comment,2702924,45884,63184,3656745,이건사기다,,0,2025-06-09 09:28:33+00:00,2025-06-09 09:28:33+00:00,이건사기다,positive,other
youtube#comment,2642945,30386,24998,1317578,Wow! #6 is incredible!! Now she looks half her age!,,2,2024-12-27 02:26:27+00:00,2024-12-27 02:26:27+00:00,wow 6 is incredible now she looks half her age,spam,other
youtube#comment,3543082,9059,15787,1823549,Alr bet,,0,2024-11-23 15:11:17+00:00,2024-11-23 15:11:17+00:00,alr bet,positive,other
youtube#comment,3796863,31017,84759,1781346,Mashallah 😍❤️✨,,1,2021-07-08 18:12:23+00:00,2021-07-08 18:12:23+00:00,mashallah 😍❤✨,positive,other
youtube#comment,4574573,41246,50583,2213103,India.is the best and we like india,,0,2021-10-20 08:57:08+00:00,2021-10-20 08:57:08+00:00,indiais the best and we like india,spam,general_command
youtube#comment,456405,40736,17104,540702,Thanks ❤❤,2772655.0,0,2025-03-10 07:08:07+00:00,2025-03-10 07:08:07+00:00,thanks ❤❤,spam,other
youtube#comment,2427044,17753,70504,72818,Don't need the makeup a beautiful creation,,0,2025-03-11 04:00:08+00:00,2025-03-11 04:00:08+00:00,dont need the makeup a beautiful creation,spam,cosmetic
youtube#comment,3499923,46727,11988,1087679,😍😍😍,,1,2023-06-26 13:59:09+00:00,2023-06-26 13:59:09+00:00,😍😍😍,positive,other
youtube#comment,113479,52708,89942,1189231,@@Space0fox it’s possible to not have acne and scars,2090319.0,7,2022-03-08 10:20:39+00:00,2022-03-08 10:20:39+00:00,space0fox its possible to not have acne and scars,positive,other
youtube#comment,2838714,18073,76480,2308396,India 👇👇👇,,1,2022-10-05 11:39:58+00:00,2022-10-05 11:39:58+00:00,india 👇👇👇,positive,other
youtube#comment,518296,53421,69179,1507012,Oh soooooo beautiful❤️❤️❤️❤️,,0,2025-06-10 20:00:00+00:00,2025-06-10 20:00:00+00:00,oh soooooo beautiful❤❤❤❤,spam,other
youtube#comment,2951832,43960,55625,199209,Does chlorine affect skin,,0,2025-01-11 03:05:39+00:00,2025-01-11 03:05:39+00:00,does chlorine affect skin,positive,skincare
youtube#comment,1928504,45729,52456,1211380,Wow you look so nice❤❤❤❤❤😊😊,,0,2025-03-26 23:31:15+00:00,2025-03-26 23:31:15+00:00,wow you look so nice❤❤❤❤❤😊😊,positive,other
youtube#comment,2887303,45729,58551,3438144,You are beautiful in every style. Never change yourself to suit someone elses opinion because you are so beautiful and enough,,0,2025-06-03 06:31:57+00:00,2025-06-03 06:31:57+00:00,you are beautiful in every style never change yourself to suit someone elses opinion because you are so beautiful and enough,spam,other
youtube#comment,141195,51423,58649,3531923,same,2215553.0,4,2022-08-03 06:47:11+00:00,2022-08-03 06:47:11+00:00,same,positive,other
youtube#comment,893970,20419,60690,1689765,Beautiful ❤which state are you and do you travel for clients your make up is top notch,,0,2024-06-25 18:54:35+00:00,2024-06-25 18:54:35+00:00,beautiful ❤which state are you and do you travel for clients your make up is top notch,spam,other
youtube#comment,72402,53455,48204,435685,Thanks dear 😊 ..... Stay Connected ❤,1222824.0,2,2021-07-10 03:15:56+00:00,2021-07-10 03:15:56+00:00,thanks dear 😊 stay connected ❤,positive,other
youtube#comment,3290080,23845,84473,1264457,Milk jelly blush. Its not that hard,,0,2025-04-20 01:34:58+00:00,2025-04-20 01:34:58+00:00,milk jelly blush its not that hard,spam,cosmetic
youtube#comment,2769454,29048,56684,1341635,You look so good with every look 👀,,1,2023-02-25 23:19:20+00:00,2023-02-25 23:19:20+00:00,you look so good with every look 👀,spam,other
youtube#comment,3672227,1738,16285,3581187,"A
 Xd",,0,2023-11-23 21:22:22+00:00,2023-11-23 21:22:22+00:00,a xd,positive,other
youtube#comment,3333014,35014,24666,2072931,They have all happened to me,,0,2024-04-18 05:44:41+00:00,2024-04-18 05:44:41+00:00,they have all happened to me,positive,other
youtube#comment,416512,38604,29012,1131215,Ho . 40+ sudha hey makeup Karu shaktat 😊👍,2942445.0,0,2024-11-13 03:42:46+00:00,2024-11-13 03:42:46+00:00,ho 40 sudha hey makeup karu shaktat 😊👍,positive,cosmetic
youtube#comment,1076487,22013,45481,2994180,do this 😶🤖👽💀💫💫💬💔,,0,2025-06-09 17:16:22+00:00,2025-06-09 17:16:22+00:00,do this 😶🤖👽💀💫💫💬💔,negative,other
youtube#comment,715934,3865,87124,1220465,korean and ukraine are the only ones who did the trend right,,2,2025-05-09 10:23:46+00:00,2025-05-09 10:23:46+00:00,korean and ukraine are the only ones who did the trend right,spam,other
youtube#comment,1637809,2026,28157,2116172,Screaming man you forgot to masterbatw,,0,2024-05-28 23:57:42+00:00,2024-05-28 23:57:42+00:00,screaming man you forgot to masterbatw,negative,skincare
youtube#comment,4481157,23924,9832,2189558,Her energy seems so fun,,0,2020-08-02 05:36:44+00:00,2020-08-02 05:36:44+00:00,her energy seems so fun,spam,other
youtube#comment,369699,1100,74046,2969884,@@judigemini178 baby they gone eat this UP on TikTok 😂😂😂 that beehive 🐝 is now just flies 🦟 when RiRi around 😂😂,4332147.0,0,2024-06-04 21:50:40+00:00,2024-06-04 21:50:40+00:00,judigemini178 baby they gone eat this up on tiktok 😂😂😂 that beehive 🐝 is now just flies 🦟 when riri around 😂😂,positive,other
youtube#comment,4600295,18073,76480,1958864,you are crazy Pakistan🇵🇰 win,,0,2022-10-02 15:43:35+00:00,2022-10-02 15:43:35+00:00,you are crazy pakistan win,negative,other
youtube#comment,465651,25824,8974,559754,You have curly hair I see videos of anything,3228040.0,0,2025-03-27 01:51:50+00:00,2025-03-27 01:51:50+00:00,you have curly hair i see videos of anything,positive,hair
youtube#comment,67654,31154,87881,3194665,Yesss it’s a huge giveaway make sure you tell your friends about it and they subscribe♥️♥️♥️♥️ hahaha yess I realised that later 😂😂,2164061.0,0,2021-06-18 14:39:36+00:00,2021-06-18 14:39:36+00:00,yesss its a huge giveaway make sure you tell your friends about it and they subscribe♥♥♥♥ hahaha yess i realised that later 😂😂,spam,general_command
youtube#comment,839528,14561,13287,1895135,🤢🤮🤫🧏🗿,,0,2025-03-06 07:30:08+00:00,2025-03-06 07:30:08+00:00,🤢🤮🤫🧏🗿,negative,other
youtube#comment,4081400,29822,88672,3360614,Di plzz make self wedding hairstyle and makeup plzzzzzzzzzzzzzzzzzzzz,,0,2021-11-25 14:51:42+00:00,2021-11-25 14:51:42+00:00,di plzz make self wedding hairstyle and makeup plzzzzzzzzzzzzzzzzzzzz,positive,cosmetic
youtube#comment,1784164,52718,39593,2711503,You are so cute without makeup also,,1,2022-01-29 10:33:48+00:00,2022-01-29 10:33:48+00:00,you are so cute without makeup also,spam,cosmetic
youtube#comment,3538748,37625,54587,1355754,❤❤❤😂❤,,0,2024-05-20 00:06:38+00:00,2024-05-20 00:06:38+00:00,❤❤❤😂❤,spam,other
youtube#comment,4344067,959,42598,3285666,Bless you for teaching these honest truths to men.,,0,2023-03-15 09:00:16+00:00,2023-03-15 09:00:16+00:00,bless you for teaching these honest truths to men,spam,other
youtube#comment,4643083,14492,5058,1406269,"“You’re pretty, BUT YOU’RE A MAN AND MEN DON’T DO MAKEUP OR USE WIGS OR DRESS LIKE WOMEN WHAT YOU SO IS DISGUSTING”

“You think I’m pretty?”
 (Yeah, yeah SHE is💋)",,0,2023-08-04 07:42:22+00:00,2023-08-04 07:42:22+00:00,youre pretty but youre a man and men dont do makeup or use wigs or dress like women what you so is disgusting you think im pretty yeah yeah she is💋,positive,cosmetic
youtube#comment,3331503,45729,34874,2881022,Yo don’t need wigs man you are GORGEOUS😘,,8,2023-05-31 00:54:22+00:00,2023-05-31 00:54:22+00:00,yo dont need wigs man you are gorgeous😘,spam,other
youtube#comment,1474548,17753,70504,2070014,Why would you cover your natural look. It’s soooo much prettier.,,0,2025-03-03 00:13:54+00:00,2025-03-03 00:13:54+00:00,why would you cover your natural look its soooo much prettier,spam,other
youtube#comment,4636977,3226,73118,3275078,"I am south Asian, and wish I had mono lids",,0,2023-07-23 03:43:55+00:00,2023-07-23 03:43:55+00:00,i am south asian and wish i had mono lids,positive,other
youtube#comment,3377793,28763,77505,1636617,Happy New Year ! #domfam. I hope to win the surprise box... Kisses from Carla. My instagram is sonhosdeumarosa_dreamsofarose,,0,2021-01-12 19:42:29+00:00,2021-01-12 19:42:29+00:00,happy new year domfam i hope to win the surprise box kisses from carla my instagram is sonhosdeumarosadreamsofarose,spam,other
youtube#comment,2357477,38179,45028,2112207,Me jamming the the song and kinda crying but her makeup is so good it better than mine,,2,2021-03-17 05:20:17+00:00,2021-03-17 05:20:17+00:00,me jamming the the song and kinda crying but her makeup is so good it better than mine,spam,cosmetic
youtube#comment,4098650,18073,6962,555257,India,,0,2024-11-22 16:23:15+00:00,2024-11-22 16:23:15+00:00,india,positive,other
youtube#comment,74071,21411,1265,1740993,Your probly white as,3305266.0,0,2021-08-14 03:19:58+00:00,2021-08-14 03:19:58+00:00,your probly white as,positive,other
youtube#comment,42293,52986,90397,2527248,@@aakaimakeupartistry welcome 😊,1360338.0,0,2021-02-09 18:54:14+00:00,2021-02-09 18:54:14+00:00,aakaimakeupartistry welcome 😊,positive,cosmetic
youtube#comment,2336135,12599,83110,699993,B for Benjamin!! 🫧🫧,,0,2025-05-18 17:30:35+00:00,2025-05-18 17:30:35+00:00,b for benjamin 🫧🫧,positive,other
youtube#comment,3762082,6827,92508,1313474,Does any1 have tips for acne on ur arms i  hate mine:(,,0,2023-06-02 03:48:44+00:00,2023-06-02 03:48:44+00:00,does any1 have tips for acne on ur arms i hate mine,negative,other
youtube#comment,2854908,805,23761,1342781,The clothes:”what did I do to deserve this”😭,,0,2023-05-30 13:16:46+00:00,2023-05-30 13:16:46+00:00,the clotheswhat did i do to deserve this😭,negative,other
youtube#comment,681112,5684,7700,2873698,How do you keep the front of your hair up? Lots of hairspray?,,0,2025-04-05 02:04:56+00:00,2025-04-05 02:04:56+00:00,how do you keep the front of your hair up lots of hairspray,positive,hair
youtube#comment,2611588,231,85361,636136,Name song ???,,0,2021-12-05 18:18:25+00:00,2021-12-05 18:18:25+00:00,name song,positive,other
youtube#comment,2632332,18073,69091,335084,Two,,0,2023-01-27 11:23:42+00:00,2023-01-27 11:23:42+00:00,two,positive,other
youtube#comment,511261,50096,10178,1352682,Cute as a button isn't she!,1760526.0,0,2025-07-09 11:32:26+00:00,2025-07-09 11:32:26+00:00,cute as a button isnt she,spam,other
youtube#comment,1757457,33644,54474,2009792,Actually ur hairs are much bigger and hence heavy ...... the reason the braid did'nt workk..😊,,0,2024-03-05 11:29:32+00:00,2024-03-05 11:29:32+00:00,actually ur hairs are much bigger and hence heavy the reason the braid didnt workk😊,positive,hair
youtube#comment,4278903,33069,76940,1029091,👻👻👻👻👻👻☠️☠️☠️,,0,2025-06-12 15:27:53+00:00,2025-06-12 15:27:53+00:00,👻👻👻👻👻👻☠☠☠,positive,other
youtube#comment,4151729,805,23761,573477,Are you a boy or a girl,,0,2023-03-14 01:49:59+00:00,2023-03-14 01:49:59+00:00,are you a boy or a girl,positive,other
youtube#comment,1600511,6926,32656,1949893,1950'S YAS ❤❤❤,,0,2024-03-22 16:46:48+00:00,2024-03-22 16:46:48+00:00,1950s yas ❤❤❤,spam,other
youtube#comment,4694653,53455,77323,3385977,Love the korean,,0,2021-09-16 03:31:34+00:00,2021-09-16 03:31:34+00:00,love the korean,spam,other
youtube#comment,1511500,11457,11247,2536532,ചാന്തു,,0,2023-12-07 14:59:13+00:00,2023-12-07 14:59:13+00:00,ചനത,positive,other
youtube#comment,2233788,14492,18248,703446,You transitioned so perfectly,,8,2023-06-20 02:09:15+00:00,2023-06-20 02:09:15+00:00,you transitioned so perfectly,spam,other
youtube#comment,646361,40072,33967,2535662,My Jaw dropped when I saw tini she was my childhood,,93,2022-12-06 21:20:15+00:00,2022-12-06 21:20:15+00:00,my jaw dropped when i saw tini she was my childhood,spam,other
youtube#comment,342018,30223,33474,2991673,You’re gonna get unfollowed too lol 😂,2911779.0,0,2024-03-15 23:56:04+00:00,2024-03-15 23:56:04+00:00,youre gonna get unfollowed too lol 😂,positive,general_command
youtube#comment,2804256,38534,40824,1253360,T'es trop belle et le maquillage est *baiser du chef* 🤌🤌🤌,,0,2024-08-31 16:09:32+00:00,2024-08-31 16:09:32+00:00,tes trop belle et le maquillage est baiser du chef 🤌🤌🤌,spam,other
youtube#comment,1933167,48780,61512,1828076,Are didi ji itni overacting kyo ?,,0,2021-07-22 05:50:28+00:00,2021-07-22 05:50:28+00:00,are didi ji itni overacting kyo,negative,other
youtube#comment,171480,26960,37938,3567161,Wa alaikum aslaam jazak Allah kher Aameen sum Aameen,1106466.0,0,2023-01-02 18:47:05+00:00,2023-01-02 18:47:05+00:00,wa alaikum aslaam jazak allah kher aameen sum aameen,positive,other
youtube#comment,1285229,20111,82728,3338709,Why she put poop on her face??,,0,2025-03-16 23:35:06+00:00,2025-03-16 23:35:06+00:00,why she put poop on her face,negative,other
youtube#comment,2764289,37371,64527,1366880,You kinda look like Keeho from P1harmony,,0,2024-12-08 15:43:13+00:00,2024-12-08 15:43:13+00:00,you kinda look like keeho from p1harmony,positive,general_command
youtube#comment,1967072,30386,72777,583943,Everyone doesn't look good with a pixie cut or page boy/bob cut🙄,,0,2024-11-16 14:18:03+00:00,2024-11-16 14:18:03+00:00,everyone doesnt look good with a pixie cut or page boybob cut🙄,negative,other
youtube#comment,4178019,43368,35264,226393,"Did you hid the Microphone under you blanket while producing these recordings for the Videos? Either you're too silent or your Microphone is broken or you have difficuilties to speak clearly, just use a i nobody will judge you for it, the opposite i would enjoy your Videos more 💪🏼",,0,2025-05-01 08:38:48+00:00,2025-05-01 08:38:48+00:00,did you hid the microphone under you blanket while producing these recordings for the videos either youre too silent or your microphone is broken or you have difficuilties to speak clearly just use a i nobody will judge you for it the opposite i would enjoy your videos more 💪🏼,positive,other
youtube#comment,2173489,18073,76480,1890264,Pakistani,,1,2022-10-05 03:04:14+00:00,2022-10-05 03:04:14+00:00,pakistani,positive,other
youtube#comment,2929018,19725,51191,2751802,Woow ma'am  Awesome ❤,,0,2024-05-08 08:56:04+00:00,2024-05-08 08:56:04+00:00,woow maam awesome ❤,spam,other
youtube#comment,2097040,26117,77094,1084321,Nice ❤❤❤❤❤❤😊😊❤,,1,2023-08-15 16:19:22+00:00,2023-08-15 16:19:22+00:00,nice ❤❤❤❤❤❤😊😊❤,positive,other
youtube#comment,4090133,52079,72380,1954939,Please don’t waste those,,0,2023-11-24 00:39:57+00:00,2023-11-24 00:39:57+00:00,please dont waste those,negative,other
youtube#comment,60050,40491,26325,2330465,Hi,4681733.0,0,2021-05-16 15:03:30+00:00,2021-05-16 15:03:30+00:00,hi,positive,other
youtube#comment,3248405,14295,52493,1509686,Amazing !! The nose ring looks bomb on you isheetaaa ❤❤,,1,2023-03-17 10:39:09+00:00,2023-03-17 10:39:09+00:00,amazing the nose ring looks bomb on you isheetaaa ❤❤,spam,other
youtube#comment,3806622,19657,84290,1575688,💜💜💜💜💜💜💜💜💜💜☺️,,0,2023-06-05 11:18:11+00:00,2023-06-05 11:18:11+00:00,💜💜💜💜💜💜💜💜💜💜☺,spam,other
youtube#comment,4157937,9948,84213,310256,❤❤❤❤❤❤,,0,2025-02-25 14:07:29+00:00,2025-02-25 14:07:29+00:00,❤❤❤❤❤❤,spam,other
youtube#comment,3304246,47878,89641,3203210,Link,,0,2024-05-12 18:51:47+00:00,2024-05-12 18:51:47+00:00,link,positive,other
youtube#comment,2161972,52809,27935,461762,I am ghazal I love make-up and the 😊😊❤,,1,2024-08-04 16:07:43+00:00,2024-08-04 16:07:43+00:00,i am ghazal i love makeup and the 😊😊❤,positive,cosmetic
youtube#comment,139589,4377,36641,2163708,You can also follow Instagram of this brand and you can order fragrances there,1322622.0,2,2022-07-02 17:00:04+00:00,2022-07-02 17:00:04+00:00,you can also follow instagram of this brand and you can order fragrances there,positive,general_command
youtube#comment,1280199,30386,3196,2818839,"Its not just the haircut and hairstyle, it's a great makeup!",,9,2025-01-29 13:52:12+00:00,2025-01-29 13:52:12+00:00,its not just the haircut and hairstyle its a great makeup,spam,cosmetic
youtube#comment,4316956,16475,6751,2050962,There 2 young well the girl is I'm 9,,0,2024-08-22 15:30:55+00:00,2024-08-22 15:30:55+00:00,there 2 young well the girl is im 9,positive,other
youtube#comment,2292611,8321,3063,2329307,Jeffree Star was wrong about Kylie's lipstick because I have it and it works he must have got like a bad batch,,0,2020-06-26 18:56:11+00:00,2020-06-26 18:56:11+00:00,jeffree star was wrong about kylies lipstick because i have it and it works he must have got like a bad batch,negative,cosmetic
youtube#comment,1462045,33748,14736,2545749,как накрасить  так глаза?,,0,2024-09-21 12:52:13+00:00,2024-09-21 12:52:13+00:00,как накрасить так глаза,positive,other
youtube#comment,2254918,22719,91334,678979,You’re a great business owner. Salute to you queen!,,0,2025-01-10 23:01:09+00:00,2025-01-10 23:01:09+00:00,youre a great business owner salute to you queen,spam,other
youtube#comment,1726824,19502,13248,3017222,Yeah you don’t NEED any make up!! Plus thats how you can ruin your skin it’s not good for you! ❤❤,,0,2023-06-20 20:28:46+00:00,2023-06-20 20:28:46+00:00,yeah you dont need any make up plus thats how you can ruin your skin its not good for you ❤❤,negative,skincare
youtube#comment,2184511,41246,38574,3114135,India ❤️,,1,2021-09-24 04:00:10+00:00,2021-09-24 04:00:10+00:00,india ❤,spam,other
youtube#comment,3946624,21411,1265,1748898,I got Liza Koshy vibes from this video,,0,2020-01-24 08:10:57+00:00,2020-01-24 08:10:57+00:00,i got liza koshy vibes from this video,spam,other
youtube#comment,1469981,6100,29283,2950139,👌👍,,2,2020-09-05 15:19:47+00:00,2020-09-05 15:19:47+00:00,👌👍,positive,other
youtube#comment,4031045,4392,45,1367991,Aaj tak ki sabse beautiful bride ❤,,0,2023-11-18 16:52:29+00:00,2023-11-18 16:52:29+00:00,aaj tak ki sabse beautiful bride ❤,spam,other
youtube#comment,4324868,5124,80161,1485215,"Anyone calling you ugly, has an ugly soul.  Ppl walking round bringing others down to build themselves up.... no time for that. Your beautiful ❤",,0,2024-12-21 11:03:06+00:00,2024-12-21 11:03:06+00:00,anyone calling you ugly has an ugly soul ppl walking round bringing others down to build themselves up no time for that your beautiful ❤,negative,other
youtube#comment,4191752,27230,78717,1991764,i want to count his teeth. sorry but you cannot convince me this man is human,,0,2022-09-17 20:39:56+00:00,2022-09-17 20:39:56+00:00,i want to count his teeth sorry but you cannot convince me this man is human,negative,other
youtube#comment,4027165,805,31336,1325271,Are u trans gender?,,0,2023-06-06 03:45:29+00:00,2023-06-06 03:45:29+00:00,are u trans gender,positive,other
youtube#comment,4656510,14492,50379,620155,She is so pretty,,0,2024-02-18 14:45:16+00:00,2024-02-18 14:45:16+00:00,she is so pretty,spam,other
youtube#comment,805626,3314,51826,1259742,👽,,0,2023-12-07 00:39:01+00:00,2023-12-07 00:39:01+00:00,👽,positive,other
youtube#comment,2883440,10895,46768,427774,You are beautiful with and with out makeup,,0,2025-03-29 16:25:17+00:00,2025-03-29 16:25:17+00:00,you are beautiful with and with out makeup,spam,cosmetic
youtube#comment,1479874,19502,50189,940898,Your so gorgeous ❤😊,,0,2025-06-30 16:55:48+00:00,2025-06-30 16:55:48+00:00,your so gorgeous ❤😊,positive,other
youtube#comment,143475,30424,70099,2136215,🙂🔫,3092181.0,0,2022-07-30 12:51:24+00:00,2022-07-30 12:51:24+00:00,🙂🔫,positive,other
youtube#comment,748983,14125,58592,1024258,🎉🎉😂😂🎉🎉🎉😂🎉😂🎉😂🎉🫰🏼🤦‍♀️😜🤪😜😜😝😜🤪😜😜🥳🥳🥳🥳🥳🥳,,0,2024-08-26 21:24:33+00:00,2024-08-26 21:24:33+00:00,🎉🎉😂😂🎉🎉🎉😂🎉😂🎉😂🎉🫰🏼🤦♀😜🤪😜😜😝😜🤪😜😜🥳🥳🥳🥳🥳🥳,spam,other
youtube#comment,3911384,4414,15013,479852,Fry Ends,,0,2025-06-14 00:44:44+00:00,2025-06-14 00:44:44+00:00,fry ends,positive,other
youtube#comment,1032055,21411,1265,3467230,Why is no one talking about the animal crossing theme music in the background 😂,,0,2020-06-20 18:03:53+00:00,2020-06-20 18:03:53+00:00,why is no one talking about the animal crossing theme music in the background 😂,positive,other
youtube#comment,2767692,40269,48662,984695,Your guys hair is so kewl!! :D,,12,2024-10-02 21:05:44+00:00,2024-10-02 21:05:44+00:00,your guys hair is so kewl d,spam,hair
youtube#comment,3668519,33644,51285,1277721,"""subtract 0.0625 for the socks"" 😭",,0,2024-12-25 02:05:40+00:00,2024-12-25 02:05:40+00:00,subtract 00625 for the socks 😭,positive,other
youtube#comment,4285791,30924,20967,3290896,itna acha hair tha ye sb krke damage hoga sb ab,,0,2024-02-10 11:17:59+00:00,2024-02-10 11:17:59+00:00,itna acha hair tha ye sb krke damage hoga sb ab,positive,hair
youtube#comment,499155,10928,2477,2497645,awww it’s the opposite for me lollll people always (not always but yk) want the opposite thing lollll,1775556.0,0,2025-06-05 20:24:50+00:00,2025-06-05 20:24:50+00:00,awww its the opposite for me lollll people always not always but yk want the opposite thing lollll,negative,other
youtube#comment,480898,28458,89318,3558932,Thank you! I look forward to working with you from now on! 😆😆,3169079.0,0,2025-04-26 02:06:59+00:00,2025-04-26 02:07:08+00:00,thank you i look forward to working with you from now on 😆😆,spam,other
youtube#comment,2304588,1100,67016,1064769,"People in the comments: “rIhaNnA DOesn’T aGe”
The girl is only 32. Y’all act like people in their 30s are supposed to look like old raisins.",,3567,2020-04-27 17:41:17+00:00,2020-04-27 17:41:17+00:00,people in the comments rihanna doesnt age the girl is only 32 yall act like people in their 30s are supposed to look like old raisins,negative,general_command
youtube#comment,597390,43368,35264,143474,All faces are beautiful,,0,2024-06-18 00:39:44+00:00,2024-06-18 00:39:44+00:00,all faces are beautiful,spam,other
youtube#comment,4623541,6926,32656,185128,100 years pulled of every single one keep up the good work 😊,,0,2023-07-08 04:49:36+00:00,2023-07-08 04:49:36+00:00,100 years pulled of every single one keep up the good work 😊,positive,other
youtube#comment,353235,50316,75217,2886870,You know she is talking about smell right,1583348.0,174,2024-04-15 04:12:32+00:00,2024-04-15 04:12:32+00:00,you know she is talking about smell right,positive,other
youtube#comment,2149749,15750,53097,2573774,❤,,0,2025-04-14 01:15:30+00:00,2025-04-14 01:15:30+00:00,❤,spam,other
youtube#comment,4406563,10895,39524,2928750,Slayyyyyyyyyy ❤,,4,2023-06-02 03:28:02+00:00,2023-06-02 03:28:02+00:00,slayyyyyyyyyy ❤,spam,other
youtube#comment,1281,12513,41135,3484632,R J 😂😂😂😂😂,3709384.0,0,2020-01-31 03:57:33+00:00,2020-01-31 03:57:33+00:00,r j 😂😂😂😂😂,positive,other
youtube#comment,3085888,22013,34574,2437712,🎉😂❤😮,,0,2025-03-29 16:21:56+00:00,2025-03-29 16:21:56+00:00,🎉😂❤😮,spam,other
youtube#comment,4708000,41246,21622,2654483,i will say china,,0,2021-07-25 08:22:28+00:00,2021-07-25 08:22:28+00:00,i will say china,positive,other
youtube#comment,4508002,24136,55433,2977535,Those are two different PEOPLE,,0,2023-06-16 04:04:12+00:00,2023-06-16 04:04:12+00:00,those are two different people,positive,other
youtube#comment,2814484,2811,22698,1419477,Hloo nisha mam me Jammu se hu or muje permanent hair excitation karwane hai aap plz guide karo gay muje ....aap se hi karwane hai,,0,2021-08-02 16:14:31+00:00,2021-08-02 16:14:31+00:00,hloo nisha mam me jammu se hu or muje permanent hair excitation karwane hai aap plz guide karo gay muje aap se hi karwane hai,positive,hair
youtube#comment,219629,17059,2100,3203320,@@wowsukannya amr pochonder rong black ar blue,799178.0,0,2023-05-28 11:24:30+00:00,2024-06-12 20:45:23+00:00,wowsukannya amr pochonder rong black ar blue,positive,other
youtube#comment,1901534,20111,82728,1989168,The brown is f*** blood??,,0,2025-03-19 05:41:54+00:00,2025-03-19 05:41:54+00:00,the brown is f blood,positive,other
youtube#comment,2446197,23948,880,3259933,My kindergarten teacher be like:,,0,2024-01-07 02:37:02+00:00,2024-01-07 02:37:02+00:00,my kindergarten teacher be like,positive,general_command
youtube#comment,4509242,38847,71481,167310,She is just like robot,,0,2022-11-24 17:39:55+00:00,2022-11-24 17:39:55+00:00,she is just like robot,negative,general_command
youtube#comment,4219238,6827,92508,274464,You look beautiful im starting my skin xare routine as a man idk what to use,,0,2024-09-24 05:12:16+00:00,2024-09-24 05:12:16+00:00,you look beautiful im starting my skin xare routine as a man idk what to use,spam,skincare
youtube#comment,4109954,31673,39486,2412037,"00:34
captain du bois from madagascar 3 is THE french girl makeup archetype.",,0,2023-05-25 18:37:53+00:00,2023-05-25 18:37:53+00:00,0034 captain du bois from madagascar 3 is the french girl makeup archetype,positive,cosmetic
youtube#comment,346385,52205,35466,3321126,Which sunscreen you are currently using?,1651186.0,0,2024-03-29 07:44:13+00:00,2024-03-29 07:44:13+00:00,which sunscreen you are currently using,positive,other
youtube#comment,2823054,46526,53962,863467,“HeLl NaHhhhHhH!!😂,,0,2024-04-18 18:34:37+00:00,2024-04-18 18:34:37+00:00,hell nahhhhhhh😂,positive,other
youtube#comment,2330409,805,18615,2755658,Ur so good you'll need to stop hating haters ur just made u cant So that,,1,2023-03-16 19:25:27+00:00,2023-03-16 19:25:27+00:00,ur so good youll need to stop hating haters ur just made u cant so that,spam,other
youtube#comment,3118920,27473,6286,624884,Def curls,,0,2023-12-16 01:52:05+00:00,2023-12-16 01:52:05+00:00,def curls,positive,other
youtube#comment,1793863,47083,61177,2453862,Seriously ..Are you kidding me 🙏🔥🔥🔥,,2,2024-03-01 03:10:58+00:00,2024-03-01 03:10:58+00:00,seriously are you kidding me 🙏🔥🔥🔥,spam,other
youtube#comment,1886929,18073,16282,846629,Hindu girl,,0,2024-06-03 07:24:39+00:00,2024-06-03 07:24:39+00:00,hindu girl,positive,other
youtube#comment,4525739,19657,15421,2955312,💜💜💜💜💜💜💜💜💜💜,,0,2023-01-05 14:40:00+00:00,2023-01-05 14:40:00+00:00,💜💜💜💜💜💜💜💜💜💜,spam,other
youtube#comment,1380063,53455,77323,1156849,I like both I am an army of bye and india,,0,2022-01-24 14:19:28+00:00,2022-01-24 14:19:28+00:00,i like both i am an army of bye and india,spam,general_command
youtube#comment,2466826,6653,10237,1691272,I like her smile 😊❤,,1,2024-03-01 18:03:50+00:00,2024-03-01 18:03:50+00:00,i like her smile 😊❤,positive,general_command
youtube#comment,2098427,44184,51834,1398015,Unsportlich,,0,2025-02-17 11:25:20+00:00,2025-02-17 11:25:20+00:00,unsportlich,positive,other
youtube#comment,1409108,27646,53515,2346250,"*When someone pulls ur hair on a fight*
 :😮",,0,2025-02-07 12:10:54+00:00,2025-02-07 12:10:54+00:00,when someone pulls ur hair on a fight 😮,negative,hair
youtube#comment,878101,48418,44708,2154527,Looks great! Also the longer you do it the better it looks.,,3,2023-07-27 23:45:06+00:00,2023-07-27 23:45:06+00:00,looks great also the longer you do it the better it looks,spam,other
youtube#comment,2152811,35870,52957,1402154,👌,,1,2021-06-26 03:26:50+00:00,2021-06-26 03:26:50+00:00,👌,spam,other
youtube#comment,3245623,231,85361,831424,Cringe...,,0,2025-04-01 14:07:05+00:00,2025-04-01 14:07:05+00:00,cringe,negative,other
youtube#comment,997445,3865,66014,1719315,Asia❤❤❤,,1,2025-04-20 07:15:23+00:00,2025-04-20 07:15:23+00:00,asia❤❤❤,spam,other
