kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt
youtube#comment,1409610,8929,7641,2866246,PEOPLE do anything,,0,2025-04-19 23:14:12+00:00,2025-04-19 23:14:12+00:00
youtube#comment,2981519,18073,76480,1581203,Indian makeup,,0,2022-10-15 10:06:03+00:00,2022-10-15 10:06:03+00:00
youtube#comment,1455030,9501,40278,23522,khubsurti to makeup ke piche hi chup gyi,,0,2024-06-13 10:59:34+00:00,2024-06-13 10:59:34+00:00
youtube#comment,4495419,45729,34874,1740893,Mr. Clean is crazy,,1,2023-05-21 02:23:02+00:00,2023-05-21 02:23:02+00:00
youtube#comment,1828619,8365,65837,2133002,"Omg 😳 
How it is possible
I can't believe this
Amazing art
Keep it up 😁❤️❤️❤️❤️❤️❤️❤️❤️",,0,2022-02-28 05:48:17+00:00,2022-02-28 05:48:17+00:00
youtube#comment,2582836,1699,60886,2800615,she looks 60yo now,,0,2025-07-02 11:52:30+00:00,2025-07-02 11:52:30+00:00
youtube#comment,1419526,25585,14463,1436539,Went from cute to wtf,,0,2023-02-04 21:24:36+00:00,2023-02-04 21:24:36+00:00
youtube#comment,2419925,41167,20704,2661585,❤❤❤❤❤ bhot acha Kea apn makeup sir,,0,2025-06-14 17:45:50+00:00,2025-06-14 17:45:50+00:00
youtube#comment,3115670,41338,78245,2630581,IS THAT CASSIE!? FROM CASSIE LOVING NATE!?,,0,2024-01-07 04:48:45+00:00,2024-01-07 04:48:45+00:00
youtube#comment,2513619,45135,21883,2168855,Can't imagine how in just some small changes beauty increase. So much... Thanks for showing us just  simple beauty.....,,0,2020-12-09 02:30:08+00:00,2020-12-09 02:30:08+00:00
youtube#comment,2724505,11003,36512,3531803,have these people never seen a blind child before? they know they stay that blonde right?,,1,2024-05-29 05:31:31+00:00,2024-05-29 05:31:31+00:00
youtube#comment,2267733,37672,24277,349078,"Girllllll u don't have 1 
but have 16 ,17 or 15",,0,2025-03-11 18:23:38+00:00,2025-03-11 18:23:38+00:00
youtube#comment,4187171,25475,54877,1540990,How dis,,0,2022-09-09 14:30:16+00:00,2022-09-09 14:30:16+00:00
youtube#comment,3100249,19550,8019,3195609,"Garnier Hydra Bomb serum sheet mask which will give you a cool and relax skin.
#superstyletipsgiveaway",,0,2020-08-05 14:07:32+00:00,2020-08-05 14:07:32+00:00
youtube#comment,1122102,805,31336,1245283,Bro can you come do my makeup,,0,2023-05-29 19:49:47+00:00,2023-05-29 19:49:47+00:00
youtube#comment,3898413,51388,86947,71272,"Kakak ny cantik banget kak 😊😊
SMP ap SMA kak 😊😊😊?😊",,0,2025-02-25 13:26:18+00:00,2025-02-25 13:26:18+00:00
youtube#comment,74413,15580,68409,2767673,@@mandvi24  ❤️,4024922.0,0,2021-07-19 13:55:50+00:00,2021-07-19 13:55:50+00:00
youtube#comment,989397,51087,48154,2867595,She can calm he that curly anytime she wants to. If you're offended by that your life sucks,,0,2023-10-19 00:21:11+00:00,2023-10-19 00:21:11+00:00
youtube#comment,1090263,23845,31993,1583647,"Claim your snacks and tickets before they run out
Seats:🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑 tickets 🎫🎫🎟️🎫🎫🎟️🎫🎟️🎫🎟️🎫🎟️🎫🎟️🎫🎟️🎟️🎫🎟️🎫🎟️🎫🎟️🎫🎫🎫🎫🎫🎫🎫🎟️🎫🎟️🎫🎟️🎫🎫🎟️🎟️🎫🎫🎟️🎫🎟️🎫 snacks 🥨🍿🍟🍿🥨🍟🍿🥨🍟🍿🥨🍟🍟🥨🍿🥨🍟🥨🍿🥨🥨🍟🍿🥨🥨🥨🍟🥨🍿🍟🍿🍟🍿🍿🥨",,0,2025-03-31 23:34:30+00:00,2025-03-31 23:34:30+00:00
youtube#comment,3394634,41246,18969,114420,😍😍😍🥰🥰🥰😘😘😘😻😽😻😽😻😽👌👌👌,,0,2022-01-02 04:10:34+00:00,2022-01-02 04:10:34+00:00
youtube#comment,3410059,10895,28691,3424845,That’s not gonna do anything. All you have to do is work out that’s it.,,0,2024-07-10 15:12:37+00:00,2024-07-10 15:12:37+00:00
youtube#comment,398239,19284,83908,746976,Yay! Thank you!💕💋,2862409.0,1,2024-09-05 15:13:23+00:00,2024-09-05 15:13:23+00:00
youtube#comment,3881945,53183,21710,2711784,نعمة ربي شا يديرو فيها استغفر الله لي معي يحط لايك,,0,2023-05-19 11:18:19+00:00,2023-05-19 11:18:19+00:00
youtube#comment,2092332,15563,49289,3230954,"Her: Time to ruin my hair
Also her : *hair* Glamorous ✨",,0,2022-07-06 10:41:13+00:00,2022-07-06 10:41:13+00:00
youtube#comment,2224369,30424,70099,2180516,Nice,,0,2022-08-01 15:11:19+00:00,2022-08-01 15:11:19+00:00
youtube#comment,160119,45150,44543,773251,😍Thank you dear ❤️ Please share ✅️ 🙏💞,2308401.0,0,2022-10-29 18:52:17+00:00,2022-10-29 18:52:17+00:00
youtube#comment,773499,7888,32663,159092,It eats i love,,0,2025-06-11 15:41:19+00:00,2025-06-11 15:41:19+00:00
youtube#comment,2441970,29048,14019,2847198,Yes,,0,2022-08-15 19:44:16+00:00,2022-08-15 19:44:16+00:00
youtube#comment,2832690,36207,46608,622284,😃😃,,0,2023-07-18 22:32:57+00:00,2023-07-18 22:32:57+00:00
youtube#comment,693044,8105,62434,1951705,Damn you fine bald!!!!! â¤â¤â¤,,0,2024-08-04 16:49:34+00:00,2024-08-04 16:49:34+00:00
youtube#comment,1553730,18073,69091,2298961,American,,0,2023-01-30 15:44:46+00:00,2023-01-30 15:44:46+00:00
youtube#comment,3349257,46774,59265,3299734,Hil,,0,2021-06-21 10:40:42+00:00,2021-06-21 10:40:42+00:00
youtube#comment,3554262,18073,76480,1942053,Indin,,0,2022-10-04 11:15:42+00:00,2022-10-04 11:15:42+00:00
youtube#comment,1816205,12599,71738,808546,I think byoma ldk why!😂,,0,2025-06-18 07:47:49+00:00,2025-06-18 07:47:49+00:00
youtube#comment,2404097,48780,61512,515553,Yaar ye kitna over acting karti hai.,,0,2022-06-13 09:14:03+00:00,2022-06-13 09:14:03+00:00
youtube#comment,1004084,40299,31466,2846055,"Love your curls! Found this video very informative, thank you 😊",,1,2021-02-08 19:06:59+00:00,2021-02-08 19:06:59+00:00
youtube#comment,3052100,2576,85516,2007614,Paula du natürlich 🎉,,0,2025-04-24 16:47:53+00:00,2025-04-24 16:47:53+00:00
youtube#comment,3600478,12966,37507,1948754,Why not 🥰😘😍,,0,2023-03-08 11:44:04+00:00,2023-03-08 11:44:04+00:00
youtube#comment,1400307,19502,9137,314860,U grow up I love pink but I also love blue,,0,2024-03-25 01:24:23+00:00,2024-03-25 01:24:23+00:00
youtube#comment,2811278,30748,46225,1048264,❤,,0,2025-03-31 20:12:08+00:00,2025-03-31 20:12:08+00:00
youtube#comment,1938738,45729,59850,580316,Por qué peleonas,,0,2024-12-16 18:21:17+00:00,2024-12-16 18:21:17+00:00
youtube#comment,3945552,17986,84784,2838085,",,,😞


,",,0,2022-02-11 12:25:03+00:00,2022-02-11 12:25:03+00:00
youtube#comment,2973977,14429,69445,1182904,I don't wear make up and I look sick to people and they want u to cover that up :/ Nah. deal with it bro,,0,2023-08-09 05:51:51+00:00,2023-08-09 05:52:23+00:00
youtube#comment,1001448,25425,80351,1654148,Azhaga irukku,,0,2022-11-09 03:21:06+00:00,2022-11-09 03:21:06+00:00
youtube#comment,2355777,30924,20967,2915738,Ma'am aap kaha se ho,,0,2023-07-04 03:24:07+00:00,2023-07-04 03:24:07+00:00
youtube#comment,2037596,45150,63319,2470342,Wow soon beauiful,,0,2025-02-17 07:56:49+00:00,2025-02-17 07:56:49+00:00
youtube#comment,3869680,26931,32087,2056065,"I m interested but in whatway u support in each corner to us for long time & what legal boundation between us so that we both not only orally but practically truste each other
so far quality & business investment & profit",,0,2023-11-17 03:38:28+00:00,2023-11-17 03:38:28+00:00
youtube#comment,4213190,28652,83975,2591114,Lovely,,0,2022-05-12 13:50:11+00:00,2022-05-12 13:50:11+00:00
youtube#comment,4117616,21291,26478,2525847,Pagal,,1,2023-12-09 04:36:14+00:00,2023-12-09 04:36:14+00:00
youtube#comment,4355064,23845,37907,1474749,VASELINE!,,0,2024-06-06 12:12:23+00:00,2024-06-06 12:12:23+00:00
youtube#comment,2851881,44353,83195,796379,You are very beautiful  ✨️,,1,2025-03-26 19:17:25+00:00,2025-03-26 19:17:25+00:00
youtube#comment,3390553,25684,71865,3545511,Which foundation did she say ????😢 kiska hello glow????,,1,2025-04-01 12:24:00+00:00,2025-04-01 12:24:00+00:00
youtube#comment,2676788,1547,41529,3602936,А чего модель когда без макияжа улыбаться очень глупо?,,0,2022-01-14 18:05:45+00:00,2022-01-14 18:05:45+00:00
youtube#comment,3771493,31541,29683,104662,Super,,0,2021-05-14 09:11:56+00:00,2021-05-14 09:11:56+00:00
youtube#comment,4476419,10895,39524,1243050,*Next time eat a salad*,,0,2023-06-08 17:43:34+00:00,2023-06-08 17:43:34+00:00
youtube#comment,3296453,24869,82016,891992,"The video be like:
How to do Korean lips 

Instead of telling us how to do it they only show us the product to use",,1,2024-04-06 14:18:32+00:00,2024-04-06 14:18:32+00:00
youtube#comment,4125286,33476,47096,1417387,Oh my god is 10000000000000000/10,,0,2023-07-27 07:21:07+00:00,2023-07-27 07:21:07+00:00
youtube#comment,2039454,47768,9889,1771345,eu quero  ganhar  uma  lece  de  verdade  de cabelo  humano  pra meu casamento,,0,2022-04-22 14:56:58+00:00,2022-04-22 14:56:58+00:00
youtube#comment,1579723,33445,91263,2629160,i have an eyebrow cowlick 😭😭,,0,2024-05-01 00:53:45+00:00,2024-05-01 00:53:45+00:00
youtube#comment,1146371,17059,2100,901469,red,,0,2023-09-10 08:22:29+00:00,2023-09-10 08:22:29+00:00
youtube#comment,199656,52826,52905,2289825,He uses his brown genes,4036603.0,2,2023-04-04 12:10:02+00:00,2023-04-04 12:10:02+00:00
youtube#comment,2774306,10928,71617,421530,what if you're tan?,,43,2025-06-26 16:58:18+00:00,2025-06-26 16:58:18+00:00
youtube#comment,359458,33644,73737,1232043,"​@@Sparkles_the_super_pony_x💀 
It's also important for people know the truth, if you can't tell if your hair is greasy or shiny you need help...",1399091.0,7,2024-05-09 14:20:10+00:00,2024-05-09 14:20:10+00:00
youtube#comment,3374457,19502,9137,90208,I love pink so much 💕,,0,2023-12-07 14:24:26+00:00,2023-12-07 14:24:26+00:00
youtube#comment,3891629,45729,30729,710301,🎉🎉😂🎉😅🎉❤,,0,2023-12-23 20:11:50+00:00,2023-12-23 20:11:50+00:00
youtube#comment,1984211,8105,62434,228392,AAATTTEEEEEEE,,0,2024-09-22 23:44:50+00:00,2024-09-22 23:44:50+00:00
youtube#comment,1913455,6804,22590,2296547,Me periods ke 1st din khadi bhi nahi ho pati🙂or app gym ja rahe ho hats off to you didi🎉,,18,2023-08-28 18:14:35+00:00,2023-08-28 18:14:35+00:00
youtube#comment,2884409,11076,8533,2576917,Cagou no cabelo da mina,,0,2025-02-27 19:26:49+00:00,2025-02-27 19:26:49+00:00
youtube#comment,198004,1100,52129,3250084,it was an add. i barely call those two tiny dabs a “touch up@,3986839.0,4,2023-03-30 08:41:20+00:00,2023-03-30 08:41:20+00:00
youtube#comment,519483,27473,23597,375499,My son is 6 and he has a massive afro. It's our favorite hair style on him. The amount of compliments he gets is insane.,,0,2025-04-30 01:38:34+00:00,2025-04-30 01:38:34+00:00
youtube#comment,1716747,10895,75427,787508,I love this sm,,0,2023-01-29 20:05:26+00:00,2023-01-29 20:05:26+00:00
youtube#comment,3084132,7888,32663,916890,Wait you look pretty lol,,0,2025-06-13 17:48:46+00:00,2025-06-13 17:48:46+00:00
youtube#comment,1147574,29048,14019,1553959,Pls blue,,0,2022-07-09 04:25:42+00:00,2022-07-09 04:25:42+00:00
youtube#comment,3092319,45729,30729,2546415,Hoja la tuvieras pelo,,0,2023-12-25 03:46:32+00:00,2023-12-25 03:46:32+00:00
youtube#comment,1179448,16281,7316,2857803,Superb job sir,,0,2021-07-27 12:08:34+00:00,2021-07-27 12:08:34+00:00
youtube#comment,2271945,25425,80351,916270,Nice,,0,2023-06-14 03:33:56+00:00,2023-06-14 03:33:56+00:00
youtube#comment,1849682,23924,92599,2118876,"Wow, extended Lancôme ad. Love her though ❤️",,0,2020-10-15 04:41:15+00:00,2020-10-15 04:41:15+00:00
youtube#comment,3911373,12599,44056,325194,Of all the make up you have and then “ThAtS My nUmBeR Oneeee,,1,2025-01-15 06:37:27+00:00,2025-01-15 06:37:27+00:00
youtube#comment,1372369,25824,8974,49130,Stop thats me 😭 i convince myself I have curly hair bc it’s so pretty lol but it only happens when it’s wet-,,0,2025-04-10 23:50:05+00:00,2025-04-10 23:50:05+00:00
youtube#comment,2961582,32748,76676,3237195,*definitely blue,,0,2025-06-23 21:29:32+00:00,2025-06-23 21:29:32+00:00
youtube#comment,2844830,48794,31684,2722883,Cristal beiçudo cada vez mais sem sal volte kylie❤😂,,2,2024-07-15 21:17:21+00:00,2024-07-15 21:17:21+00:00
youtube#comment,2368474,23845,84473,285812,My 7 y/o bro said jelly ice push pop thingy...ERM,,0,2025-03-27 18:41:06+00:00,2025-03-27 18:41:06+00:00
youtube#comment,2666872,9059,83580,620063,Bro grow back your hair 😂,,0,2025-05-28 17:35:24+00:00,2025-05-28 17:35:24+00:00
youtube#comment,1270060,27230,78717,2001327,"Ooo I've never heard of scalp scrub before. It looks like something I'd want to buy, thanks!",,0,2022-09-26 14:31:36+00:00,2022-09-26 14:31:36+00:00
youtube#comment,1080226,32163,88966,3010761,Expectation:: if I had hair like u🙂💔,,0,2021-06-23 07:30:19+00:00,2021-06-23 07:30:19+00:00
youtube#comment,3987560,42003,7820,2573799,Bro I have straight har and this ain’t true my hair gets tangled no matter what bro,,0,2024-08-21 14:59:18+00:00,2024-08-21 14:59:18+00:00
youtube#comment,1552254,6926,32656,3624856,"Третью мелодию я помню из хроников Нарнии. Не помню какая часть, но она там точно есть. Вроде в первой",,0,2023-07-02 15:09:47+00:00,2023-07-02 15:09:47+00:00
youtube#comment,2323761,52079,38879,841691,I have this look since childhood 😂😂😂,,0,2023-02-25 07:20:23+00:00,2023-02-25 07:20:23+00:00
youtube#comment,1695760,10895,28691,1074846,You look perfect the lay you are you are beautiful inside and out,,0,2023-12-28 03:29:00+00:00,2023-12-28 03:29:00+00:00
youtube#comment,4018414,35304,78556,453171,Aisi macsi tu Meri Bhan  ke walime me thi sem😅,,0,2023-08-14 03:33:18+00:00,2023-08-14 03:33:18+00:00
youtube#comment,1713582,8365,65837,1664862,Wow. What a work. So hard work u did. Hats of u,,0,2023-02-19 19:44:15+00:00,2023-02-19 19:44:15+00:00
youtube#comment,4062758,33756,6338,1591088,your eyes are smiling,,0,2023-04-18 09:30:22+00:00,2023-04-18 09:30:22+00:00
youtube#comment,1453167,600,76878,2291951,bruv went emo,,1,2024-06-06 22:34:33+00:00,2024-06-06 22:34:33+00:00
youtube#comment,540921,18073,76480,2671079,Indian,,0,2022-10-03 15:40:10+00:00,2022-10-03 15:40:10+00:00
youtube#comment,740743,18073,16282,2272371,Muslim Allah Hu Akbar ❤❤❤❤❤😊😊😊😊😊,,0,2024-09-03 15:34:02+00:00,2024-09-03 15:34:02+00:00
youtube#comment,2783800,3589,54459,748521,It slayed❤❤❤,,0,2024-07-10 02:41:27+00:00,2024-07-10 02:41:27+00:00
youtube#comment,3214959,49172,20470,1977739,Wow!!!  That purple really made your blue eyes POP!!!💜💜💜,,1,2020-06-27 18:10:20+00:00,2020-06-27 18:10:20+00:00
youtube#comment,3299767,45729,53550,1316446,"your tooth are so shiny, I really love it",,0,2025-06-14 03:37:07+00:00,2025-06-14 03:37:07+00:00
youtube#comment,1437732,40491,26325,1478010,U LOOK SOOOO GOOD,,0,2022-02-06 18:06:22+00:00,2022-02-06 18:06:22+00:00
youtube#comment,4303858,16876,18101,3491233,Bhaar se hi nikal denge 😂,,0,2024-03-09 07:01:08+00:00,2024-03-09 07:01:08+00:00
youtube#comment,423580,52203,75060,524720,@MakeupRemix  ❤,4003002.0,0,2024-12-07 18:55:35+00:00,2024-12-07 18:55:35+00:00
youtube#comment,3655450,52079,72380,1927069,🍆???,,0,2023-11-25 22:12:54+00:00,2023-11-25 22:12:54+00:00
youtube#comment,2767228,52838,55928,2106601,OMG! her eyes😭,,0,2024-03-17 09:43:46+00:00,2024-03-17 09:43:46+00:00
youtube#comment,4707024,33445,91263,534721,I KNOW I HATE IT,,0,2024-04-03 13:14:10+00:00,2024-04-03 13:14:10+00:00
youtube#comment,3464886,29194,79348,981308,Long African hair please 😢😢,,0,2024-09-07 18:35:22+00:00,2024-09-07 18:35:22+00:00
youtube#comment,3280446,13899,37354,3456569,"She’s unique , she’s magnificent, she should be proud her natural look . I hope with her new look will give her confident n her friends families will give her good vibes n compliments.",,0,2024-07-23 19:13:01+00:00,2024-07-23 19:13:01+00:00
youtube#comment,3207908,48925,55163,3253311,Muje aapka number chaiye aur aapke video muje bahut pasand hai,,0,2022-10-31 03:37:52+00:00,2022-10-31 03:37:52+00:00
youtube#comment,389173,12953,28286,1803453,Excelente ❤,1915717.0,1,2024-08-02 21:19:29+00:00,2024-08-02 21:19:29+00:00
youtube#comment,4121815,45729,63737,1909637,You are amazing.,,0,2024-09-28 22:11:44+00:00,2024-09-28 22:11:44+00:00
youtube#comment,4023355,29048,43391,1482089,Bro ur looks more better,,0,2022-10-20 21:29:19+00:00,2022-10-20 21:29:19+00:00
youtube#comment,3319492,41246,54733,2169081,1920😍,,0,2021-10-05 07:44:39+00:00,2021-10-05 07:44:39+00:00
youtube#comment,4308939,12599,71738,26311,"Drunk Elephant for sureee!
👇",,0,2025-06-21 18:20:46+00:00,2025-06-21 18:20:46+00:00
youtube#comment,1134179,14489,74615,3506807,💟💖,,0,2022-07-27 16:16:37+00:00,2022-07-27 16:16:37+00:00
youtube#comment,3117620,13899,37354,3365259,😮,,0,2024-07-21 03:55:04+00:00,2024-07-21 03:55:04+00:00
youtube#comment,1310721,19657,40982,132824,❤❤❤,,0,2024-09-14 11:07:24+00:00,2024-09-14 11:07:24+00:00
youtube#comment,4457165,7110,3448,1495601,"Please tell me the secret 
The secret: Victoria was made up by a dude",,0,2024-12-26 13:35:37+00:00,2024-12-26 13:35:37+00:00
youtube#comment,719591,41246,87323,1124795,Kripya Karke aisi video mat banaen aap Tumne apni Shakal Dekhi Hai Kitni gandi hai tumhare pass BTS ka phone Thodi na aaega,,1,2024-04-12 05:10:39+00:00,2024-04-12 05:10:39+00:00
youtube#comment,991185,2317,56238,2547350,Oleeeee tu guapa!  K bién te queda 😘😘😘,,0,2023-09-04 12:55:13+00:00,2023-09-04 12:55:13+00:00
youtube#comment,3103174,45729,34874,3092539,How u look so cutee,,0,2023-06-15 17:11:54+00:00,2023-06-15 17:11:54+00:00
youtube#comment,252563,14492,76410,1501935,i think you mean SHES a BEAUTIFUL WOMAN,957771.0,0,2023-07-12 22:26:41+00:00,2023-07-12 22:26:41+00:00
youtube#comment,2363871,53455,43600,1651001,India is better,,0,2021-11-25 14:31:50+00:00,2021-11-25 14:31:50+00:00
youtube#comment,506208,5279,57289,437090,Thank you!! You're the best,3121074.0,0,2025-06-16 14:15:48+00:00,2025-06-16 14:15:48+00:00
youtube#comment,1705513,28204,30506,318864,You are literally so pretty like I wish!!! ❤😍,,1,2023-03-25 21:18:10+00:00,2023-03-25 21:18:10+00:00
youtube#comment,2258800,22719,91334,1977799,"She is breathtakingly, beautiful. I hope she became a model.",,2,2024-10-26 23:15:40+00:00,2024-10-26 23:15:40+00:00
youtube#comment,36103,49753,2520,2547002,Concuerdo,4579588.0,0,2021-01-09 03:31:57+00:00,2021-01-09 03:31:57+00:00
youtube#comment,3282567,12599,71738,1044700,Shein,,0,2025-06-10 21:38:38+00:00,2025-06-10 21:38:38+00:00
youtube#comment,3425886,22013,39284,1740695,Moche dsl😬😬🥺,,0,2021-04-15 13:15:06+00:00,2021-04-15 13:15:06+00:00
youtube#comment,219061,47083,13592,1303,@@ZenythGamingKitchen do you play skyrim?,2273496.0,0,2023-05-27 16:04:41+00:00,2023-05-27 16:04:41+00:00
youtube#comment,2106931,33445,91263,2687245,I feel u 😭😭,,0,2024-05-28 20:11:26+00:00,2024-05-28 20:11:26+00:00
youtube#comment,4445497,24852,66280,1976808,"Wow bitchhhh you look amazing, and yes they did a fantastic job first time ever being impressed with how someone did makeup because that was so much attention to detail so naturally looking but it was tons of work holy smokes I'll definitely wanna learn how to do some sort of magic like that on me 😂❤ I do wish to see a full length video of this process 😅",,0,2025-06-18 17:44:40+00:00,2025-06-18 17:44:40+00:00
youtube#comment,1548268,18073,76480,1781865,both,,0,2022-10-15 20:58:16+00:00,2022-10-15 20:58:16+00:00
youtube#comment,4365957,8821,65855,2674688,"This is so fake. They’re not the same person. Nice, click bait! 🤣🧐",,0,2021-10-10 00:55:28+00:00,2021-10-10 00:55:28+00:00
youtube#comment,4407643,33476,44808,202888,💜💜💜💜💜💜💜💜💜,,0,2024-05-07 07:58:05+00:00,2024-05-07 07:58:05+00:00
youtube#comment,3885859,18073,51351,1366631,Day look is amazing 🥰😍🥰,,0,2022-10-22 12:59:58+00:00,2022-10-22 12:59:58+00:00
youtube#comment,2362749,26891,40498,3417810,Yessss slay love it,,0,2023-08-18 10:31:47+00:00,2023-08-18 10:31:47+00:00
youtube#comment,4286602,51734,57108,3322035,Sexy???? Ummm nah!,,0,2024-06-06 01:38:17+00:00,2024-06-06 01:38:17+00:00
youtube#comment,4075964,32921,52362,1970573,Girl you have like the perfect skin,,0,2023-05-01 07:58:01+00:00,2023-05-01 07:58:01+00:00
youtube#comment,4249208,50201,53793,154476,انا احب هذا شعر انا شعري طويل عند المصاطة على بيها خاليتو طويل بزاف بزاف بزاف راهوا قريبا يطوال في  الارض❤😮😮😮❤❤🎉🎉😮😮❤❤😮😮,,0,2024-01-04 14:05:24+00:00,2024-01-04 14:05:24+00:00
youtube#comment,4546444,38086,49461,3406686,🎉🎉🎉,,1,2023-06-27 15:35:28+00:00,2023-06-27 15:35:28+00:00
youtube#comment,4058243,26891,40498,2579105,I bet that took you so long ❤️,,0,2024-12-23 23:31:40+00:00,2024-12-23 23:31:40+00:00
youtube#comment,1952670,17270,87371,1007413,Hunter eye❌ sikaari ankhen ✅,,0,2025-01-18 11:06:37+00:00,2025-01-18 11:06:37+00:00
youtube#comment,3077933,18073,76480,1607510,Pa😊,,0,2023-06-20 14:24:42+00:00,2023-06-20 14:24:42+00:00
youtube#comment,3496014,30832,37233,2870654,No wonder it takes too long for women to get dressed. Shit they be doing is literal mathematics including trigonometry lol,,0,2024-06-05 13:30:08+00:00,2024-06-05 13:30:08+00:00
youtube#comment,4377934,1323,20792,309525,No mess it's not right,,0,2023-02-17 15:09:23+00:00,2023-02-17 15:09:23+00:00
youtube#comment,3522335,53146,89462,2386949,Beautiful,,1,2024-01-30 13:21:41+00:00,2024-01-30 13:21:41+00:00
youtube#comment,2884896,45729,58551,3561649,Blonde trust me,,0,2025-06-05 19:54:20+00:00,2025-06-05 19:54:20+00:00
youtube#comment,3528893,20114,64178,2151634,"1:dont listen to them your BEAUTIFUL
2:shut the f__k up to the people who say those kind of things
3:I'm subscribing to you,you beautiful queen<3",,0,2023-03-07 09:45:13+00:00,2023-03-07 09:45:13+00:00
youtube#comment,472081,32607,68696,557355,@_aesthetic_girlz  yess plss 💕💗,3653062.0,1,2025-04-08 01:13:14+00:00,2025-04-08 01:13:14+00:00
youtube#comment,2382663,10895,39524,3142946,Nah,,0,2023-09-02 03:15:30+00:00,2023-09-02 03:15:29+00:00
youtube#comment,2918027,20111,82728,1240325,There's no such thing as black white or yellow we're just all different shades of brown,,0,2025-05-10 12:21:27+00:00,2025-05-10 12:21:42+00:00
youtube#comment,4469796,14927,16266,1393525,If army and establishment capable they shud make fuji foundation profitable that can pay army salaries and for equipment.,,0,2023-03-04 02:09:38+00:00,2023-03-04 02:09:38+00:00
youtube#comment,3497080,18073,51351,2538366,d a g 🌞                   n i g h t 🌚,,1,2022-10-24 08:14:46+00:00,2022-10-24 08:14:46+00:00
youtube#comment,4455240,4486,6368,1419346,"I have a oily skin, with some acne and acne spots.  The facewashes like  geologie pc4 men and tiege Henley are not available in my country.  And  by shipping it is not affordable. It costs almost 120 dollars to 150 dollars. So can you suggest me the best facewash that is available in every country and is available in stores.   I also have a sensitive skin .
I hope you will consider my comment.",,1,2020-12-10 00:36:02+00:00,2020-12-10 00:36:02+00:00
youtube#comment,3691947,20737,37086,461318,"Haha I just love it 
👇",,0,2024-05-02 09:39:08+00:00,2024-05-02 09:39:08+00:00
youtube#comment,1814692,25950,90030,2925738,U cant blame men for everything being a man is hard and isnt easier when we get blamed for doing what majority of women want.,,0,2022-08-03 06:11:37+00:00,2022-08-03 06:11:37+00:00
youtube#comment,2282920,45729,63737,541109,Even with no hair and no makeup... Gorgeous! Not even joking,,0,2024-09-08 21:16:14+00:00,2024-09-08 21:16:14+00:00
youtube#comment,3307110,22457,38141,2751777,Masallha ❤️❤️,,0,2020-02-20 17:41:30+00:00,2020-02-20 17:41:30+00:00
youtube#comment,4206698,37371,5214,3297471,Why do Asians wear these huge lenses so much if their natural eyes are so beautiful?,,0,2023-07-25 00:03:15+00:00,2023-07-25 00:03:15+00:00
youtube#comment,1871695,41246,87323,1383903,Wo sab toh thik h lekin mam aapne itna Sara makeup kyu Kiya or kuch nhi bas thoda jaada makeup hogya 😂😂😂,,0,2024-01-02 11:11:29+00:00,2024-01-02 11:11:29+00:00
youtube#comment,915749,11003,36512,275287,It because they are jealous,,0,2025-03-08 07:05:14+00:00,2025-03-08 07:05:14+00:00
youtube#comment,1212297,44267,23279,3450732,How,,0,2024-07-10 13:56:54+00:00,2024-07-10 13:56:54+00:00
youtube#comment,1870062,26891,40498,2760120,Yes we are beautiful ❤❤❤,,0,2023-09-14 13:41:24+00:00,2023-09-14 13:41:23+00:00
youtube#comment,2934018,18820,79136,3610958,"Узи таюиий гузал кан бу киз , нафис гуззалликдан асар хам колдирмабди , стилист кошини нма килиб к,уйдингиз , самурай кошку бу",,0,2024-03-08 01:15:43+00:00,2024-03-08 01:15:43+00:00
youtube#comment,1655749,45729,30729,939751,Lindaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍😍😍😍😍😍😍🥰🥰😍🥰🥰🥰🥰😍🥰🥰🥰🥰🥰😘😘🥰🥰😘😘😘🥰😘😘🥰😘😘🥰😍🥰😘😍🥰😘🥰😍🥰😘😍,,0,2023-12-26 18:07:48+00:00,2023-12-26 18:07:48+00:00
youtube#comment,1902213,21411,17757,63272,I feel this soooo much! I’m Latina and Canadian… I legit have a picture of myself that looks like I’m filtered but it’s just because I’m less tan in the photo … much less tan. I have to change my foundation each summer cause I can get really dark quick . The struggle and SAD is real 😂,,0,2023-05-09 23:54:16+00:00,2023-05-09 23:54:16+00:00
youtube#comment,2929670,21411,1265,2073837,I'm gonna be honest this look does look great on her,,1,2021-02-28 15:19:57+00:00,2021-02-28 15:19:57+00:00
youtube#comment,1112488,17577,67035,1080348,"The sad thing is she's way more beautiful without all the face products. She didn't need any contor until she painted over her skin in the first place.

She looks gorgeous with the makeup but its just sad she thinks she should mask her skin like that.",,1,2021-04-09 04:07:47+00:00,2021-04-09 04:07:47+00:00
